Date,Product,Quantity,Price,Customer_ID,Region,Total_Sales
2025-06-01,Router Pro,2,89.99,CUST-092,Central,179.98
2025-11-11,Tech Support,5,29.99,CUST-086,East,149.95
2025-07-29,Streaming Stick,1,49.99,CUST-014,Central,49.99
2025-07-07,Router Pro,3,89.99,CUST-071,West,269.97
2026-03-30,Streaming Stick,5,49.99,CUST-086,Central,249.95
2025-12-29,Router Pro,5,89.99,CUST-005,North,449.95
2025-12-01,Fiber Optic Setup,3,199.99,CUST-055,West,599.97
2025-05-03,Streaming Stick,5,49.99,CUST-002,South,249.95
2026-01-18,Tech Support,1,29.99,CUST-062,East,29.99
2025-08-13,Tech Support,1,29.99,CUST-091,West,29.99
2025-06-09,Security Camera,3,129.99,CUST-021,West,389.97
2025-11-27,Router Pro,4,89.99,CUST-079,North,359.96
2025-06-15,Streaming Stick,2,49.99,CUST-021,East,99.98
2025-12-01,Security Camera,4,129.99,CUST-010,South,519.96
2026-03-15,Streaming Stick,5,49.99,CUST-087,West,249.95
2026-01-04,Router Pro,2,89.99,CUST-058,West,179.98
2026-01-19,Tech Support,3,29.99,CUST-039,North,89.97
2026-02-06,Fiber Optic Setup,3,199.99,CUST-005,Central,599.97
2025-09-17,Tech Support,2,29.99,CUST-065,South,59.98
2025-11-20,Security Camera,1,129.99,CUST-013,East,129.99
2026-02-15,Fiber Optic Setup,2,199.99,CUST-085,West,399.98
2025-12-22,Security Camera,5,129.99,CUST-090,West,649.95
2025-11-12,Router Pro,1,89.99,CUST-085,South,89.99
2026-01-13,Fiber Optic Setup,3,199.99,CUST-053,Central,599.97
2025-11-22,Security Camera,2,129.99,CUST-082,West,259.98
2025-06-28,Router Pro,4,89.99,CUST-045,South,359.96
2025-12-07,Tech Support,4,29.99,CUST-032,North,119.96
2025-11-24,Router Pro,5,89.99,CUST-036,Central,449.95
2025-08-18,Streaming Stick,4,49.99,CUST-081,East,199.96
2025-08-12,Router Pro,2,89.99,CUST-099,West,179.98
2026-02-28,Router Pro,2,89.99,CUST-060,South,179.98
2025-08-27,Streaming Stick,4,49.99,CUST-011,North,199.96
2025-12-30,Security Camera,2,129.99,CUST-063,East,259.98
2025-12-12,Security Camera,5,129.99,CUST-021,South,649.95
2026-02-22,Router Pro,1,89.99,CUST-052,South,89.99
2025-08-08,Streaming Stick,5,49.99,CUST-055,East,249.95
2025-08-26,Streaming Stick,5,49.99,CUST-026,North,249.95
2025-11-19,Tech Support,2,29.99,CUST-068,North,59.98
2025-05-17,Security Camera,1,129.99,CUST-034,Central,129.99
2026-04-08,Fiber Optic Setup,2,199.99,CUST-052,West,399.98
2025-09-01,Security Camera,3,129.99,CUST-082,East,389.97
2025-08-06,Security Camera,2,129.99,CUST-099,East,259.98
2025-08-25,Tech Support,2,29.99,CUST-093,East,59.98
2025-09-26,Fiber Optic Setup,2,199.99,CUST-052,North,399.98
2025-09-18,Tech Support,1,29.99,CUST-029,West,29.99
2026-01-09,Fiber Optic Setup,2,199.99,CUST-038,Central,399.98
2025-05-19,Router Pro,1,89.99,CUST-042,South,89.99
2025-06-17,Fiber Optic Setup,4,199.99,CUST-021,South,799.96
2025-06-24,Tech Support,3,29.99,CUST-042,East,89.97
2025-08-04,Security Camera,1,129.99,CUST-013,West,129.99
2025-10-21,Fiber Optic Setup,4,199.99,CUST-064,North,799.96
2026-03-29,Fiber Optic Setup,1,199.99,CUST-017,West,199.99
2025-06-25,Streaming Stick,1,49.99,CUST-009,West,49.99
2026-04-04,Security Camera,3,129.99,CUST-041,North,389.97
2025-07-26,Router Pro,5,89.99,CUST-001,East,449.95
2025-05-10,Tech Support,5,29.99,CUST-002,West,149.95
2025-11-06,Router Pro,1,89.99,CUST-060,South,89.99
2025-11-02,Security Camera,2,129.99,CUST-048,North,259.98
2025-09-24,Fiber Optic Setup,4,199.99,CUST-029,Central,799.96
2026-01-10,Fiber Optic Setup,2,199.99,CUST-097,East,399.98
2025-12-02,Security Camera,2,129.99,CUST-010,North,259.98
2025-11-06,Fiber Optic Setup,1,199.99,CUST-058,Central,199.99
2025-05-09,Fiber Optic Setup,1,199.99,CUST-060,Central,199.99
2025-07-22,Fiber Optic Setup,1,199.99,CUST-021,West,199.99
2025-11-09,Tech Support,1,29.99,CUST-028,West,29.99
2025-10-24,Tech Support,5,29.99,CUST-075,West,149.95
2026-02-01,Streaming Stick,1,49.99,CUST-034,North,49.99
2026-03-30,Router Pro,5,89.99,CUST-008,North,449.95
2025-04-18,Security Camera,5,129.99,CUST-059,East,649.95
2026-01-27,Security Camera,1,129.99,CUST-086,West,129.99
2025-10-19,Security Camera,3,129.99,CUST-072,Central,389.97
2025-12-08,Streaming Stick,4,49.99,CUST-049,South,199.96
2025-04-11,Tech Support,2,29.99,CUST-079,East,59.98
2025-10-05,Streaming Stick,5,49.99,CUST-017,North,249.95
